continent,country,nuts_1,nuts_2,Pop Total,cases/100k pop.,cases,deaths,datetime,sum_cases
Europe,DE,Hamburg,,,328.811049876193,6054.0,265.0,2020-08-23,
Europe,DE,Hamburg,,,330.386127584553,6083.0,265.0,2020-08-24,
Europe,DE,Hamburg,,,331.85257924406,6110.0,265.0,2020-08-25,
Europe,DE,Hamburg,,,333.319030903568,6137.0,266.0,2020-08-26,
Europe,DE,Hamburg,,,334.948421636354,6167.0,266.0,2020-08-27,
Europe,DE,Hamburg,,,336.360560271435,6193.0,266.0,2020-08-28,
Europe,DE,Hamburg,,,338.207203101925,6227.0,266.0,2020-08-29,
Europe,DE,Hamburg,,,339.456402663728,6250.0,266.0,2020-08-30,
Europe,DE,Hamburg,,,340.108158956842,6262.0,266.0,2020-08-31,
Europe,DE,Hamburg,,,342.878123202578,6313.0,267.0,2020-09-01,
Europe,DE,Hamburg,,,344.942018130774,6351.0,267.0,2020-09-02,
Europe,DE,Hamburg,,,347.386104229953,6396.0,267.0,2020-09-03,
Europe,DE,Hamburg,,,347.386104229953,0.0,0.0,2020-09-04,
Europe,DE,Hamburg,,,350.373320573393,6451.0,267.0,2020-09-04,
Europe,DE,Hamburg,,,352.2742764283101,6486.0,267.0,2020-09-05,
Europe,DE,Hamburg,,,352.2742764283101,6486.0,267.0,2020-09-06,
Europe,DE,Hamburg,,,354.5011104297841,6527.0,267.0,2020-09-07,
Europe,DE,Hamburg,,,354.5011104297841,6527.0,267.0,2020-09-08,
Europe,DE,Hamburg,,,359.878099847978,6626.0,267.0,2020-09-09,
Europe,DE,Hamburg,,,363.84295063109,6699.0,267.0,2020-09-10,
Europe,DE,Hamburg,,,367.69917536535,6770.0,267.0,2020-09-11,
Europe,DE,Hamburg,,,370.088948440103,6814.0,268.0,2020-09-12,
Europe,DE,Hamburg,,,370.68639170879095,6825.0,268.0,2020-09-13,
Europe,DE,Hamburg,,,371.826965221741,6846.0,268.0,2020-09-14,
Europe,DE,Hamburg,,,375.683189956001,6917.0,268.0,2020-09-15,
Europe,DE,Hamburg,,,378.235902104032,6964.0,268.0,2020-09-16,
Europe,DE,Hamburg,,,380.7343012276371,7010.0,269.0,2020-09-17,
Europe,DE,Hamburg,,,384.26464781533997,7075.0,269.0,2020-09-18,
Europe,DE,Hamburg,,,388.338124647305,7150.0,269.0,2020-09-19,
Europe,DE,Hamburg,,,389.152820013698,7165.0,269.0,2020-09-20,
Europe,DE,Hamburg,,,392.683166601401,7230.0,269.0,2020-09-21,
Europe,DE,Hamburg,,,395.996261091398,7291.0,269.0,2020-09-22,
Europe,DE,Hamburg,,,400.232676996642,7369.0,269.0,2020-09-23,
Europe,DE,Hamburg,,,403.600084511066,7431.0,269.0,2020-09-24,
Europe,DE,Hamburg,,,410.063334417783,7550.0,269.0,2020-09-25,
Europe,DE,Hamburg,,,414.84288056728894,7638.0,269.0,2020-09-26,
Europe,DE,Hamburg,,,417.6671578374511,7690.0,269.0,2020-09-27,
Europe,DE,Hamburg,,,420.925939303023,7750.0,269.0,2020-09-28,
Europe,DE,Hamburg,,,425.65117242810203,7837.0,270.0,2020-09-29,
Europe,DE,Hamburg,,,428.855640869247,7896.0,271.0,2020-09-30,
Europe,DE,Hamburg,,,433.63518701875296,7984.0,271.0,2020-10-01,
Europe,DE,Hamburg,,,437.98022897284795,8064.0,271.0,2020-10-02,
Europe,DE,Hamburg,,,444.063287708582,8176.0,272.0,2020-10-03,
Europe,DE,Hamburg,,,447.593634296285,8241.0,273.0,2020-10-04,
Europe,DE,Hamburg,,,452.91631069005206,8339.0,273.0,2020-10-05,
Europe,DE,Hamburg,,,458.99936942578597,8451.0,274.0,2020-10-06,
Europe,DE,Hamburg,,,462.5246244017469,8544.0,276.0,2020-10-07,
Europe,DE,Hamburg,,,469.291428948823,8669.0,276.0,2020-10-08,
Europe,DE,Hamburg,,,477.140922223431,8814.0,277.0,2020-10-09,
Europe,DE,Hamburg,,,482.446096988339,8912.0,277.0,2020-10-10,
Europe,DE,Hamburg,,,485.20695324354597,8963.0,277.0,2020-10-11,
Europe,DE,Hamburg,,,489.375304844545,9040.0,277.0,2020-10-12,
Europe,DE,Hamburg,,,495.492496155102,9153.0,278.0,2020-10-13,
Europe,DE,Hamburg,,,502.80064506594397,9288.0,278.0,2020-10-14,
Europe,DE,Hamburg,,,511.895230377214,9456.0,278.0,2020-10-15,
Europe,DE,Hamburg,,,511.949364813591,9457.0,278.0,2020-10-16,
Europe,DE,Hamburg,,,527.810754671937,9750.0,280.0,2020-10-17,
Europe,DE,Hamburg,,,536.472264492195,9910.0,280.0,2020-10-18,
Europe,DE,Hamburg,,,541.5067670752189,10003.0,281.0,2020-10-19,
Europe,DE,Hamburg,,,552.550192096047,10207.0,281.0,2020-10-20,
Europe,DE,Hamburg,,,563.3770793713691,10407.0,282.0,2020-10-21,
Europe,DE,Hamburg,,,578.318183811313,10683.0,283.0,2020-10-22,
Europe,DE,Hamburg,,,597.806580906893,11043.0,283.0,2020-10-23,
Europe,DE,Hamburg,,,614.209315129005,11346.0,283.0,2020-10-24,
Europe,DE,Hamburg,,,623.303900440275,11514.0,283.0,2020-10-25,
Europe,DE,Hamburg,,,641.6554743719461,11853.0,283.0,2020-10-26,
Europe,DE,Hamburg,,,657.895805284929,12153.0,283.0,2020-10-27,
Europe,DE,Hamburg,,,679.766117581078,12557.0,283.0,2020-10-28,
Europe,DE,Hamburg,,,700.878547767956,12947.0,283.0,2020-10-29,
Europe,DE,Hamburg,,,723.073666682366,13357.0,283.0,2020-10-30,
Europe,DE,Hamburg,,,744.510903487503,13753.0,285.0,2020-10-31,
Europe,DE,Hamburg,,,759.830948982083,14036.0,288.0,2020-11-01,
Europe,DE,Hamburg,,,773.472826948989,14288.0,291.0,2020-11-02,
Europe,DE,Hamburg,,,798.1581299367218,14744.0,294.0,2020-11-03,
Europe,DE,Hamburg,,,819.162291250847,15132.0,296.0,2020-11-04,
Europe,DE,Hamburg,,,854.133137150136,15778.0,298.0,2020-11-05,
Europe,DE,Hamburg,,,880.3883387927908,16263.0,298.0,2020-11-06,
Europe,DE,Hamburg,,,912.3817906913672,16854.0,304.0,2020-11-07,
Europe,DE,Hamburg,,,927.810105058701,17139.0,304.0,2020-11-08,
Europe,DE,Hamburg,,,943.9421670989301,17437.0,304.0,2020-11-09,
Europe,DE,Hamburg,,,966.841033686236,17860.0,305.0,2020-11-10,
Europe,DE,Hamburg,,,988.224136054996,18255.0,308.0,2020-11-11,
Europe,DE,Hamburg,,,1023.89872962718,18914.0,310.0,2020-11-12,
Europe,DE,Hamburg,,,1052.91478752504,19450.0,311.0,2020-11-13,
Europe,DE,Hamburg,,,1081.44363549552,19977.0,311.0,2020-11-14,
Europe,DE,Hamburg,,,1094.59830353503,20220.0,313.0,2020-11-15,
Europe,DE,Hamburg,,,1104.6131742647099,20405.0,314.0,2020-11-16,
Europe,DE,Hamburg,,,1127.62030972476,20830.0,315.0,2020-11-17,
Europe,DE,Hamburg,,,1140.93738107341,21076.0,318.0,2020-11-18,
Europe,DE,Hamburg,,,1176.6119746456,21735.0,331.0,2020-11-19,
Europe,DE,Hamburg,,,1196.2627750503,22098.0,334.0,2020-11-20,
Europe,DE,Hamburg,,,1219.70298600138,22531.0,336.0,2020-11-21,
Europe,DE,Hamburg,,,1228.95997462178,22702.0,338.0,2020-11-22,
Europe,DE,Hamburg,,,1241.7898360430302,22939.0,339.0,2020-11-23,
Europe,DE,Hamburg,,,1263.01053510266,23331.0,347.0,2020-11-24,
Europe,DE,Hamburg,,,1262.95640066629,23330.0,347.0,2020-11-25,
Europe,DE,Hamburg,,,1301.9873292938198,24051.0,358.0,2020-11-26,
Europe,DE,Hamburg,,,1315.73747613348,24305.0,368.0,2020-11-27,
Europe,DE,Hamburg,,,1331.81540373733,24602.0,372.0,2020-11-28,
Europe,DE,Hamburg,,,1337.3912506841198,24705.0,372.0,2020-11-29,
Europe,DE,Hessen,,,0.0,3.0,0.0,2020-02-29,
Europe,DE,Hessen,,,0.0,8.0,0.0,2020-03-01,
Europe,DE,Hessen,,,0.0,8.0,0.0,2020-03-01,
Europe,DE,Hessen,,,0.0,10.0,0.0,2020-03-02,
Europe,DE,Hessen,,,0.0,10.0,0.0,2020-03-02,
Europe,DE,Hessen,,,0.0,10.0,0.0,2020-03-03,
Europe,DE,Hessen,,,0.0,12.0,0.0,2020-03-03,
Europe,DE,Hessen,,,0.0,12.0,0.0,2020-03-04,
Europe,DE,Hessen,,,0.0,12.0,0.0,2020-03-04,
Europe,DE,Hessen,,,0.0,14.0,0.0,2020-03-05,
Europe,DE,Hessen,,,0.0,14.0,0.0,2020-03-05,
Europe,DE,Hessen,,,0.0,15.0,0.0,2020-03-06,
Europe,DE,Hessen,,,0.0,16.0,0.0,2020-03-06,
Europe,DE,Hessen,,,0.0,16.0,0.0,2020-03-07,
Europe,DE,Hessen,,,0.0,17.0,0.0,2020-03-07,
Europe,DE,Hessen,,,0.0,17.0,0.0,2020-03-08,
Europe,DE,Hessen,,,0.0,19.0,0.0,2020-03-08,
Europe,DE,Hessen,,,0.0,20.0,0.0,2020-03-09,
Europe,DE,Hessen,,,0.0,26.0,0.0,2020-03-09,
Europe,DE,Hessen,,,0.0,35.0,0.0,2020-03-10,
Europe,DE,Hessen,,,0.0,48.0,0.0,2020-03-11,
Europe,DE,Hessen,,,0.0,99.0,0.0,2020-03-12,
Europe,DE,Hessen,,,0.0,148.0,0.0,2020-03-13,
Europe,DE,Hessen,,,0.0,203.0,0.0,2020-03-14,
Europe,DE,Hessen,,,0.0,286.0,0.0,2020-03-15,
Europe,DE,Hessen,,,0.0,342.0,0.0,2020-03-16,
Europe,DE,Hessen,,,6.0,373.0,0.0,2020-03-17,
Europe,DE,Hessen,,,6.9,432.0,0.0,2020-03-18,
Europe,DE,Hessen,,,10.88,682.0,0.0,2020-03-19,
Europe,DE,Hessen,,,13.0,813.0,1.0,2020-03-20,
Europe,DE,Hessen,,,17.0,1080.0,2.0,2020-03-21,
Europe,DE,Hessen,,,19.0,1175.0,2.0,2020-03-22,
Europe,DE,Hessen,,,21.0,1347.0,3.0,2020-03-23,
Europe,DE,Hessen,,,26.0,1620.0,4.0,2020-03-24,
Europe,DE,Hessen,,,28.0,1754.0,4.0,2020-03-25,
Europe,DE,Hessen,,,34.0,2157.0,6.0,2020-03-26,
Europe,DE,Hessen,,,37.0,2323.0,7.0,2020-03-27,
Europe,DE,Hessen,,,42.0,2604.0,9.0,2020-03-28,
Europe,DE,Hessen,,,42.0,2605.0,9.0,2020-03-29,
Europe,DE,Hessen,,,49.0,3091.0,13.0,2020-03-30,
Europe,DE,Hessen,,,52.0,3283.0,17.0,2020-03-31,
Europe,DE,Hessen,,,55.0,3445.0,21.0,2020-04-01,
Europe,DE,Hessen,,,59.0,3707.0,27.0,2020-04-02,
Europe,DE,Hessen,,,64.0,3993.0,33.0,2020-04-03,
Europe,DE,Hessen,,,68.0,4279.0,42.0,2020-04-04,
Europe,DE,Hessen,,,73.0,4575.0,56.0,2020-04-05,
Europe,DE,Hessen,,,75.0,4674.0,61.0,2020-04-06,
Europe,DE,Hessen,,,77.0,4837.0,73.0,2020-04-07,
Europe,DE,Hessen,,,79.0,4965.0,84.0,2020-04-08,
Europe,DE,Hessen,,,84.0,5242.0,100.0,2020-04-09,
Europe,DE,Hessen,,,91.0,5694.0,111.0,2020-04-10,
Europe,DE,Hessen,,,93.0,5808.0,120.0,2020-04-11,
Europe,DE,Hessen,,,94.0,5859.0,123.0,2020-04-12,
Europe,DE,Hessen,,,98.0,6114.0,135.0,2020-04-13,
Europe,DE,Hessen,,,99.0,6183.0,147.0,2020-04-14,
Europe,DE,Hessen,,,101.0,6347.0,173.0,2020-04-15,
Europe,DE,Hessen,,,103.0,6470.0,187.0,2020-04-16,
Europe,DE,Hessen,,,107.0,6705.0,197.0,2020-04-17,
Europe,DE,Hessen,,,110.0,6916.0,212.0,2020-04-18,
Europe,DE,Hessen,,,113.0,7108.0,230.0,2020-04-19,
Europe,DE,Hessen,,,115.0,7177.0,240.0,2020-04-20,
Europe,DE,Hessen,,,115.0,7231.0,251.0,2020-04-21,
Europe,DE,Hessen,,,118.0,7380.0,265.0,2020-04-22,
Europe,DE,Hessen,,,121.181478720465,7593.0,286.0,2020-04-22,
Europe,DE,Hessen,,,121.0,7593.0,286.0,2020-04-23,
Europe,DE,Hessen,,,123.080674817889,7712.0,296.0,2020-04-23,
Europe,DE,Hessen,,,125.075628701737,7837.0,305.0,2020-04-24,
Europe,DE,Hessen,,,126.815228488452,7946.0,315.0,2020-04-25,
Europe,DE,Hessen,,,127.341896313788,7979.0,320.0,2020-04-26,
Europe,DE,Hessen,,,128.091998974115,8026.0,333.0,2020-04-27,
Europe,DE,Hessen,,,130.61362068329902,8184.0,346.0,2020-04-28,
Europe,DE,Hessen,,,132.528776411793,8304.0,353.0,2020-04-29,
Europe,DE,Hessen,,,133.677869848889,8376.0,360.0,2020-04-30,
Europe,DE,Hessen,,,135.433429266676,8486.0,364.0,2020-05-01,
Europe,DE,Hessen,,,136.03989524736602,8524.0,370.0,2020-05-02,
Europe,DE,Hessen,,,136.438886024135,8549.0,372.0,2020-05-03,
Europe,DE,Hessen,,,137.013432742683,8585.0,381.0,2020-05-04,
Europe,DE,Hessen,,,137.923131713718,8642.0,386.0,2020-05-05,
Europe,DE,Hessen,,,139.423337034372,8736.0,396.0,2020-05-06,
Europe,DE,Hessen,,,141.242734976441,8850.0,403.0,2020-05-07,
Europe,DE,Hessen,,,142.296070627113,8916.0,408.0,2020-05-08,
Europe,DE,Hessen,,,143.604760374917,8998.0,411.0,2020-05-09,
Europe,DE,Hessen,,,143.82819520990802,9012.0,412.0,2020-05-10,
Europe,DE,Hessen,,,144.131428200253,9031.0,415.0,2020-05-11,
Europe,DE,Hessen,,,145.025167540217,9087.0,419.0,2020-05-12,
Europe,DE,Hessen,,,146.333857288021,9169.0,423.0,2020-05-13,
Europe,DE,Hessen,,,146.892444375499,9204.0,429.0,2020-05-14,
Europe,DE,Hessen,,,147.802143346534,9261.0,432.0,2020-05-15,
Europe,DE,Hessen,,,148.69588268649701,9317.0,435.0,2020-05-16,
Europe,DE,Hessen,,,149.015075307913,9337.0,439.0,2020-05-17,
Europe,DE,Hessen,,,149.50982387110702,9368.0,442.0,2020-05-18,
Europe,DE,Hessen,,,151.345181444248,9483.0,446.0,2020-05-19,
Europe,DE,Hessen,,,152.797507871689,9574.0,451.0,2020-05-20,
Europe,DE,Hessen,,,154.106197619493,9656.0,457.0,2020-05-21,
Europe,DE,Hessen,,,154.106197619493,9656.0,457.0,2020-05-22,
Europe,DE,Hessen,,,154.329632454484,9670.0,458.0,2020-05-22,
Europe,DE,Hessen,,,155.797918512996,9762.0,460.0,2020-05-23,
Europe,DE,Hessen,,,155.925595561563,9770.0,460.0,2020-05-24,
Europe,DE,Hessen,,,156.468223017969,9804.0,462.0,2020-05-25,
Europe,DE,Hessen,,,157.361962357933,9860.0,466.0,2020-05-26,
Europe,DE,Hessen,,,158.239742066826,9915.0,471.0,2020-05-27,
Europe,DE,Hessen,,,158.98984472715298,9962.0,476.0,2020-05-28,
Europe,DE,Hessen,,,159.644189601056,10003.0,476.0,2020-05-29,
Europe,DE,Hessen,,,160.122978533179,10033.0,477.0,2020-05-30,
Europe,DE,Hessen,,,160.34641336817,10047.0,480.0,2020-05-31,
Europe,DE,Hessen,,,160.55388857209,10060.0,480.0,2020-06-01,
Europe,DE,Hessen,,,160.87308119350598,10080.0,480.0,2020-06-02,
Europe,DE,Hessen,,,161.65510311597401,10129.0,482.0,2020-06-03,
Europe,DE,Hessen,,,162.197730572381,10163.0,482.0,2020-06-04,
Europe,DE,Hessen,,,162.325407620947,10171.0,483.0,2020-06-05,
Europe,DE,Hessen,,,162.836115815212,10203.0,484.0,2020-06-06,
Europe,DE,Hessen,,,162.899954339496,10207.0,484.0,2020-06-07,
Europe,DE,Hessen,,,163.378743271619,10237.0,484.0,2020-06-08,
Europe,DE,Hessen,,,163.681976261964,10256.0,485.0,2020-06-09,
Europe,DE,Hessen,,,164.320361504795,10296.0,489.0,2020-06-10,
Europe,DE,Hessen,,,164.591675232999,10313.0,489.0,2020-06-11,
Europe,DE,Hessen,,,164.719352281565,10321.0,491.0,2020-06-12,
Europe,DE,Hessen,,,164.76723117477698,10324.0,491.0,2020-06-13,
Europe,DE,Hessen,,,164.76723117477698,10324.0,491.0,2020-06-14,
Europe,DE,Hessen,,,165.517333835104,10371.0,495.0,2020-06-15,
Europe,DE,Hessen,,,165.756728301166,10386.0,496.0,2020-06-16,
Europe,DE,Hessen,,,166.618548378988,10440.0,498.0,2020-06-17,
Europe,DE,Hessen,,,167.624005136448,10503.0,499.0,2020-06-18,
Europe,DE,Hessen,,,168.469865583199,10556.0,500.0,2020-06-19,
Europe,DE,Hessen,,,168.77309857354402,10575.0,500.0,2020-06-20,
Europe,DE,Hessen,,,168.820977466756,10578.0,501.0,2020-06-21,
Europe,DE,Hessen,,,169.379564554234,10613.0,501.0,2020-06-22,
Europe,DE,Hessen,,,169.890272748499,10645.0,503.0,2020-06-23,
Europe,DE,Hessen,,,170.225425000986,10666.0,505.0,2020-06-24,
Europe,DE,Hessen,,,170.879769874888,10707.0,505.0,2020-06-25,
Europe,DE,Hessen,,,171.26280102058598,10731.0,506.0,2020-06-26,
Europe,DE,Hessen,,,171.74158995271003,10761.0,506.0,2020-06-27,
Europe,DE,Hessen,,,171.75754958378099,10762.0,506.0,2020-06-28,
Europe,DE,Hessen,,,172.28421740911705,10795.0,508.0,2020-06-29,
Europe,DE,Hessen,,,172.53957150624905,10811.0,507.0,2020-06-30,
Europe,DE,Hessen,,,173.465230108355,10869.0,507.0,2020-07-01,
Europe,DE,Hessen,,,173.864220885124,10894.0,509.0,2020-07-02,
Europe,DE,Hessen,,,174.24725203082298,10918.0,511.0,2020-07-03,
Europe,DE,Hessen,,,174.58240428331,10939.0,512.0,2020-07-04,
Europe,DE,Hessen,,,174.837758380442,10955.0,512.0,2020-07-05,
Europe,DE,Hessen,,,175.316547312566,10985.0,512.0,2020-07-06,
Europe,DE,Hessen,,,175.747457351477,11012.0,512.0,2020-07-07,
Europe,DE,Hessen,,,176.54543890501597,11062.0,514.0,2020-07-08,
Europe,DE,Hessen,,,177.21574340998902,11104.0,514.0,2020-07-09,
Europe,DE,Hessen,,,177.503016769263,11122.0,514.0,2020-07-10,
Europe,DE,Hessen,,,178.141402012095,11162.0,514.0,2020-07-11,
Europe,DE,Hessen,,,178.25311942959,11169.0,514.0,2020-07-12,
Europe,DE,Hessen,,,178.843625779209,11206.0,514.0,2020-07-13,
Europe,DE,Hessen,,,179.019181720988,11217.0,514.0,2020-07-14,
Europe,DE,Hessen,,,180.07251737165905,11283.0,514.0,2020-07-15,
Europe,DE,Hessen,,,180.726862245562,11324.0,514.0,2020-07-16,
Europe,DE,Hessen,,,181.476964905888,11371.0,514.0,2020-07-17,
Europe,DE,Hessen,,,181.71635937195,11386.0,514.0,2020-07-18,
Europe,DE,Hessen,,,182.083430886578,11409.0,514.0,2020-07-19,
Europe,DE,Hessen,,,182.41858313906502,11430.0,515.0,2020-07-20,
Europe,DE,Hessen,,,182.865452809047,11458.0,515.0,2020-07-21,
Europe,DE,Hessen,,,184.078384770426,11534.0,516.0,2020-07-22,
Europe,DE,Hessen,,,184.988083741461,11591.0,517.0,2020-07-23,
Europe,DE,Hessen,,,185.913742343567,11649.0,518.0,2020-07-24,
Europe,DE,Hessen,,,186.40849090676102,11680.0,518.0,2020-07-25,
Europe,DE,Hessen,,,186.48828906211497,11685.0,518.0,2020-07-26,
Europe,DE,Hessen,,,187.41394766422002,11743.0,518.0,2020-07-27,
Europe,DE,Hessen,,,188.41940442167999,11806.0,518.0,2020-07-28,
Europe,DE,Hessen,,,189.83981158697895,11895.0,519.0,2020-07-29,
Europe,DE,Hessen,,,190.95698576193402,11965.0,520.0,2020-07-30,
Europe,DE,Hessen,,,191.978402150465,12029.0,520.0,2020-07-31,
Europe,DE,Hessen,,,193.38284968469398,12117.0,520.0,2020-08-01,
Europe,DE,Hessen,,,193.78184046146302,12142.0,520.0,2020-08-02,
Europe,DE,Hessen,,,194.69153943249802,12199.0,521.0,2020-08-03,
Europe,DE,Hessen,,,195.569319141391,12254.0,523.0,2020-08-04,
Europe,DE,Hessen,,,196.463058481355,12310.0,523.0,2020-08-05,
Europe,DE,Hessen,,,198.98468019053902,12468.0,524.0,2020-08-06,
Europe,DE,Hessen,,,201.12327075402402,12602.0,524.0,2020-08-07,
Europe,DE,Hessen,,,202.735193492173,12703.0,525.0,2020-08-08,
Europe,DE,Hessen,,,203.27782094858003,12737.0,525.0,2020-08-09,
Europe,DE,Hessen,,,204.52267217210098,12815.0,525.0,2020-08-10,
Europe,DE,Hessen,,,205.496209667419,12876.0,526.0,2020-08-11,
Europe,DE,Hessen,,,207.602880968762,13008.0,526.0,2020-08-12,
Europe,DE,Hessen,,,210.459654930433,13187.0,526.0,2020-08-13,
Europe,DE,Hessen,,,213.699460037802,13390.0,526.0,2020-08-14,
Europe,DE,Hessen,,,214.38572417384603,13433.0,526.0,2020-08-15,
Europe,DE,Hessen,,,215.231584620597,13486.0,526.0,2020-08-16,
Europe,DE,Hessen,,,218.247954892976,13675.0,528.0,2020-08-17,
Europe,DE,Hessen,,,220.913213281796,13842.0,528.0,2020-08-18,
Europe,DE,Hessen,,,223.897664292033,14029.0,528.0,2020-08-19,
Europe,DE,Hessen,,,227.58433906938401,14260.0,528.0,2020-08-20,
Europe,DE,Hessen,,,229.96232409893105,14409.0,528.0,2020-08-21,
Europe,DE,Hessen,,,232.80313842953097,14587.0,528.0,2020-08-22,
Europe,DE,Hessen,,,233.920312604486,14657.0,528.0,2020-08-23,
Europe,DE,Hessen,,,236.34617652724498,14809.0,528.0,2020-08-24,
Europe,DE,Hessen,,,239.793456838534,15025.0,528.0,2020-08-25,
Europe,DE,Hessen,,,241.07022732419705,15105.0,529.0,2020-08-26,
Europe,DE,Hessen,,,243.097100470187,15232.0,530.0,2020-08-27,
Europe,DE,Hessen,,,244.99629656761002,15351.0,530.0,2020-08-28,
Europe,DE,Hessen,,,245.76235885900797,15399.0,531.0,2020-08-29,
Europe,DE,Hessen,,,246.27306705327305,15431.0,531.0,2020-08-30,
Europe,DE,Hessen,,,248.906406179952,15596.0,532.0,2020-08-31,
Europe,DE,Hessen,,,250.438530762747,15692.0,534.0,2020-09-01,
Europe,DE,Hessen,,,251.779139772693,15776.0,534.0,2020-09-02,
Europe,DE,Hessen,,,253.94964959832,15912.0,535.0,2020-09-03,
Europe,DE,Hessen,,,252.64095985051603,0.0,0.0,2020-09-04,
Europe,DE,Hessen,,,255.002985248992,15978.0,535.0,2020-09-04,
Europe,DE,Hessen,,,256.918140977486,16098.0,535.0,2020-09-05,
Europe,DE,Hessen,,,257.668243637813,16145.0,535.0,2020-09-06,
Europe,DE,Hessen,,,259.790874570227,16278.0,535.0,2020-09-07,
Europe,DE,Hessen,,,261.338958784093,16375.0,536.0,2020-09-08,
Europe,DE,Hessen,,,263.33391266794104,16500.0,537.0,2020-09-09,
Europe,DE,Hessen,,,264.977754668232,16603.0,537.0,2020-09-10,
Europe,DE,Hessen,,,266.749273717089,16714.0,538.0,2020-09-11,
Europe,DE,Hessen,,,268.249479037743,16808.0,539.0,2020-09-12,
Europe,DE,Hessen,,,269.350693581627,16877.0,539.0,2020-09-13,
Europe,DE,Hessen,,,271.074333737272,16985.0,540.0,2020-09-14,
Europe,DE,Hessen,,,272.654337213279,17084.0,542.0,2020-09-15,
Europe,DE,Hessen,,,275.032322242826,17233.0,542.0,2020-09-16,
Europe,DE,Hessen,,,276.771922029542,17342.0,543.0,2020-09-17,
Europe,DE,Hessen,,,279.548897835858,17516.0,543.0,2020-09-18,
Europe,DE,Hessen,,,280.66607201081297,17586.0,544.0,2020-09-19,
Europe,DE,Hessen,,,281.480013195423,17637.0,544.0,2020-09-20,
Europe,DE,Hessen,,,283.395168923917,17757.0,545.0,2020-09-21,
Europe,DE,Hessen,,,285.198607234916,17870.0,545.0,2020-09-22,
Europe,DE,Hessen,,,287.831946361595,18035.0,546.0,2020-09-23,
Europe,DE,Hessen,,,290.80043774076097,18221.0,548.0,2020-09-24,
Europe,DE,Hessen,,,293.593373178148,18396.0,549.0,2020-09-25,
Europe,DE,Hessen,,,296.960855334084,18607.0,550.0,2020-09-26,
Europe,DE,Hessen,,,297.551361683703,18644.0,550.0,2020-09-27,
Europe,DE,Hessen,,,299.849548557896,18788.0,551.0,2020-09-28,
Europe,DE,Hessen,,,302.35521063600896,18945.0,551.0,2020-09-29,
Europe,DE,Hessen,,,304.653397510202,19089.0,551.0,2020-09-30,
Europe,DE,Hessen,,,308.403910811836,19324.0,551.0,2020-10-01,
Europe,DE,Hessen,,,313.064123084505,19616.0,552.0,2020-10-02,
Europe,DE,Hessen,,,315.80917962867994,19788.0,552.0,2020-10-03,
Europe,DE,Hessen,,,318.841509532129,19978.0,553.0,2020-10-04,
Europe,DE,Hessen,,,320.99605972668496,20113.0,556.0,2020-10-05,
Europe,DE,Hessen,,,324.858290445815,20355.0,556.0,2020-10-06,
Europe,DE,Hessen,,,328.589967048765,20662.0,557.0,2020-10-07,
Europe,DE,Hessen,,,335.4283024389,21092.0,557.0,2020-10-08,
Europe,DE,Hessen,,,343.284436584776,21586.0,559.0,2020-10-09,
Europe,DE,Hessen,,,348.45294589127406,21911.0,560.0,2020-10-10,
Europe,DE,Hessen,,,350.48854340275597,22039.0,562.0,2020-10-11,
Europe,DE,Hessen,,,354.7982850090969,22310.0,562.0,2020-10-12,
Europe,DE,Hessen,,,362.892965738349,22819.0,567.0,2020-10-13,
Europe,DE,Hessen,,,373.42082161804603,23481.0,569.0,2020-10-14,
Europe,DE,Hessen,,,384.075902342209,24151.0,571.0,2020-10-15,
Europe,DE,Hessen,,,398.102441444765,25033.0,572.0,2020-10-16,
Europe,DE,Hessen,,,404.575005407056,25440.0,573.0,2020-10-17,
Europe,DE,Hessen,,,409.91844887469597,25776.0,576.0,2020-10-18,
Europe,DE,Hessen,,,422.354677421407,26558.0,584.0,2020-10-19,
Europe,DE,Hessen,,,434.266103484688,27307.0,590.0,2020-10-20,
Europe,DE,Hessen,,,452.284322082416,28440.0,593.0,2020-10-21,
Europe,DE,Hessen,,,467.519497207415,29398.0,600.0,2020-10-22,
Europe,DE,Hessen,,,495.03186982353895,31128.0,607.0,2020-10-23,
Europe,DE,Hessen,,,512.509382832279,32227.0,609.0,2020-10-24,
Europe,DE,Hessen,,,522.448823806313,32852.0,611.0,2020-10-25,
Europe,DE,Hessen,,,543.886210099108,34200.0,617.0,2020-10-26,
Europe,DE,Hessen,,,567.550031170087,35688.0,629.0,2020-10-27,
Europe,DE,Hessen,,,594.537601302782,37385.0,637.0,2020-10-28,
Europe,DE,Hessen,,,621.700105596621,39093.0,641.0,2020-10-29,
Europe,DE,Hessen,,,651.995521685475,40998.0,646.0,2020-10-30,
Europe,DE,Hessen,,,669.075457055254,42072.0,654.0,2020-10-31,
Europe,DE,Hessen,,,689.860816020152,43379.0,663.0,2020-11-01,
Europe,DE,Hessen,,,709.246701695907,44598.0,683.0,2020-11-02,
Europe,DE,Hessen,,,728.664393582779,45819.0,699.0,2020-11-03,
Europe,DE,Hessen,,,755.031742598695,47477.0,710.0,2020-11-04,
Europe,DE,Hessen,,,784.4524878818338,49327.0,729.0,2020-11-05,
Europe,DE,Hessen,,,818.023943715729,51438.0,741.0,2020-11-06,
Europe,DE,Hessen,,,845.424994592944,53161.0,753.0,2020-11-07,
Europe,DE,Hessen,,,859.4515336955002,54043.0,758.0,2020-11-08,
